URL,Title,Price,Pictures,Category,"OLX category","OLX category URL",Description
https://crom.ba/product/metabo-brusilica-aku-w-18-ltx-125-kutna-125mm-18v-bez-baterija-i-punjaca-60016585,"Metabo Brusilica Aku W 18 LTX 125 Kutna 125mm 18V (bez baterija i punjača) – 60016585","249,00",https://crom.ba/wp-content/uploads/2021/01/0016584S_51.jpg,"Akumulatorski Alati",Brusilice,https://www.olx.ba/objava/brzaobjava/1578,"

<h5 style=""text-align: center;""><strong>Metabo Brusilica Aku W 18 LTX 125 Kutna 125mm 18V (bez baterija i punjača)</strong></h5>
<p></p>
<p>&nbsp;</p>
<p>* Tanko kućište za rad sa manje napora, za rad u uskim prostorima ili iznad glave<br />
* Baterija se može okretati radi lakšeg pristupa na teško dostupnim mjestima<br />
* Zaštita od preopterećenja: štiti motor od pregrijavanja<br />
* Elektronski soft – meki start za lagano pokretanje<br />
* Zaštita od ponovnog pokretanja: sprječava nenamjerno pokretanje nakon promjene baterija<br />
* Ultra-M tehnologija: najveće performanse, optimalno punjenje uz optimalnu iskorišćenost energije i 3 godine garancije na bateriju<br />
<strong>* Isporučuje se bez baterije i punjača</strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-brusilica-aku-w-18-ltx-125-kutna-125mm-18v-1xaku-40ah-asc-55-60016552,"Metabo Brusilica Aku W 18 LTX 125 Kutna 125mm 18V 1xAKU (4,0Ah) ASC 55 – 60016552","459,00",https://crom.ba/wp-content/uploads/2021/02/60016552-W-18-LTX-125-sa-punjcem.jpg,"Akumulatorski Alati",Brusilice,https://www.olx.ba/objava/brzaobjava/1578,"

<h5 style=""text-align: center;""><strong>Metabo Brusilica Aku W 18 LTX 125 Kutna 125mm 18V 1xAKU (4,0Ah) ASC 55</strong></h5>
<p></p>
<p>&nbsp;</p>
<p>* Tanko kućište za rad sa manje napora, za rad u uskim prostorima ili iznad glave<br />
* Baterija se može okretati radi lakšeg pristupa na teško dostupnim mjestima<br />
* Zaštita od preopterećenja: štiti motor od pregrijavanja<br />
* Elektronski soft – meki start za lagano pokretanje<br />
* Zaštita od ponovnog pokretanja: sprječava nenamjerno pokretanje nakon promjene baterija<br />
* Ultra-M tehnologija: najveće performanse, optimalno punjenje uz optimalnu iskorišćenost energije i 3 godine garancije na bateriju</p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-combo-set-2-3-2-18v-bs-18-kha-18-ltx-2xaku-20-ah-sc-30-685083,"Metabo Combo Set 2.3.2 / 18V BS 18 + KHA 18 LTX 2xAKU (2,0 Ah) SC 30 – 685083","649,00",https://crom.ba/wp-content/uploads/2021/01/8508300S_51.jpg,"Akumulatorski Alati",Bušilice,https://www.olx.ba/objava/brzaobjava/1577,"

<p><strong>U setu dolazi:</strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-cekic-kombinovani-aku-kha-18-ltx-18v-bez-baterija-punjaca-60021089/"" target=""_blank"" rel=""noopener"">Čekić Kombinovani Aku KHA 18 LTX</a></strong><br />
<strong>* <a href=""https://crom.ba/product/busilica-odvijac-aku-bs-18-2xaku-20-ah-sc30-60220756/"" target=""_blank"" rel=""noopener"">Bušilica-Odvijač Aku BS 18</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-baterija-18-v-20-ah-li-ion-li-power-625596/"" target=""_blank"" rel=""noopener"">Baterija 2 x 18 V Li-ion (2,0 Ah)</a></strong><br />
<strong>* Punjač SC 30</strong><br />
<strong>* Transportni kofer</strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-combo-set-2-4-3-18v-bs-18-w-18-ltx-125-quick-1x20-ah-i-1x-40-ah-metabox-685082,"Metabo Combo Set 2.4.3 / 18V BS 18 + W 18 LTX 125 Quick (1&#215;2,0 Ah i 1&#215;4,0 Ah)+ metaBOX &#8211; 685082","629,00",https://crom.ba/wp-content/uploads/2021/01/8508200S_51.jpg,"Akumulatorski Alati",Bušilice,https://www.olx.ba/objava/brzaobjava/1577,"

<p><strong>U setu dolazi:</strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-brusilica-aku-w-18-ltx-125-quick-kutna-125mm-18v-bez-baterija-i-punjaca-60217485/"" target=""_blank"" rel=""noopener"">Brusilica Aku W 18 LTX 125 Kutna 125 mm</a></strong><br />
<strong>* <a href=""https://crom.ba/product/busilica-odvijac-aku-bs-18-2xaku-20-ah-sc30-60220756/"" target=""_blank"" rel=""noopener"">Bušilica-Odvijač Aku BS 18</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-baterija-18-v-20-ah-li-ion-li-power-625596/"" target=""_blank"" rel=""noopener"">Baterija 1 x 18 V Li-ion (2,0 Ah)</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-baterija-18-v-40-ah-li-ion-li-power-625591/"" target=""_blank"" rel=""noopener"">Baterija 1 x 18 V Li-ion (4,0 Ah)</a></strong><br />
<strong>* Punjač SC 30</strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-kofer-transportni-za-alat-metabox-165-l-626889/"" target=""_blank"" rel=""noopener"">Transportni kofer &#8211; metaBOX 165 L</a></strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-combo-set-2-5-2-18v-bs-18-lt-bl-bh-18-ltx-bl-16-1x20-ah-i-1x40-ah-metabox-685182,"Metabo Combo Set 2.5.2 / 18V BS 18 LT BL + BH 18 LTX BL 16 (1×2,0 Ah i 1×4,0 Ah)+ metaBOX – 685182","933,00",https://crom.ba/wp-content/uploads/2021/01/8518200S_51.jpg,"Akumulatorski Alati",Bušilice,https://www.olx.ba/objava/brzaobjava/1577,"

<p><strong>U setu dolazi:</strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-cekic-buseci-aku-bh-18-ltx-bl-16-18v-bez-baterija-i-punjaca-60032485/"" target=""_blank"" rel=""noopener"">Čekić Bušeči Aku BH 18 LTX BL 16</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-busilica-odvijac-aku-bs-18-lt-bl-bez-baterije-i-punjaca-metaloc-60232584/"" target=""_blank"" rel=""noopener"">Bušilica &#8211; Odvijač Aku BS 18 LT BL</a></strong><br />
<strong>* <a href=""https://crom.ba/product/baterija-18-v-20-ah-li-ion-li-power-625596/"" target=""_blank"" rel=""noopener"">Baterija 1 x 18 V Li-ion (2,0 Ah)</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-baterija-18-v-40-ah-li-ion-li-power-625591/"" target=""_blank"" rel=""noopener"">Baterija 1 x 18 V Li-ion (4,0 Ah)</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-punjac-za-baterije-asc-55-12-36v-air-cooled-627044/"" target=""_blank"" rel=""noopener"">Punjač ASC 55</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-kofer-transportni-za-alat-metabox-145-l-626884/"" target=""_blank"" rel=""noopener"">Transportni kofer &#8211; metaBOX 145 L</a></strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-combo-set-3-9-3-18v-bs-18-lt-kha-18-ltx-w-18-ltx-125-2xaku-40-ah-torba-699099,"Metabo Combo Set 3.9.3 / 18V BS 18 LT + KHA 18 LTX + W 18 LTX 125 / 2xAKU (4,0 Ah) + Torba – 699099","1.239,00",https://crom.ba/wp-content/uploads/2021/02/Combo-Set-3-1-1.jpg,"Akumulatorski Alati",Bušilice,https://www.olx.ba/objava/brzaobjava/1577,"

<p><strong>U setu dolazi:</strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-busilica-odvijac-aku-bs-18-lt-bez-baterije-i-punjaca-60210289/"" target=""_blank"" rel=""noopener"">Bušilica-Odvijač Aku BS 18 LT</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-cekic-kombinovani-aku-kha-18-ltx-18v-bez-baterija-punjaca-60021089/"" target=""_blank"" rel=""noopener"">Čekić Kombinovani Aku KHA 18 LTX</a></strong><br />
* <a href=""https://crom.ba/product/metabo-brusilica-aku-w-18-ltx-125-kutna-125mm-18v-bez-baterija-i-punjaca-60016585/"" target=""_blank"" rel=""noopener""><strong>Brusilica Aku W 18 LTX 125 Kutna 125mm</strong></a><br />
<strong>* <a href=""https://crom.ba/product/metabo-baterija-18-v-40-ah-li-ion-li-power-625591/"" target=""_blank"" rel=""noopener"">Baterija 2 x 18 V Li-ion (4,0 Ah)</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-punjac-za-baterije-asc-55-12-36v-air-cooled-627044/"" target=""_blank"" rel=""noopener"">Punjač ASC 55</a></strong><br />
<strong>* <a href=""https://crom.ba/product/metabo-torba-za-alat-velika-670x290x325mm-657007/"" target=""_blank"" rel=""noopener"">Torba Za Alat (velika) 670x290x325mm</a></strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-kosilica-za-travu-aku-rm-36-18-ltx-bl-46-18v-bez-baterija-i-punjaca-60160685,"Metabo Kosilica Za Travu Aku RM 36-18 LTX BL 46 / 18V (bez baterija i punjača) &#8211; 60160685","999,00",https://crom.ba/wp-content/uploads/2021/02/0160600S_51.jpg,"Akumulatorski Alati","Kosilice i Trimeri",https://www.olx.ba/objava/brzaobjava/797,"

<h5 style=""text-align: center;""><strong>Metabo Kosilica Za Travu Aku RM 36-18 LTX BL 46 / 18V (bez baterija i punjača)</strong></h5>
<p><noscript></noscript><noscript></noscript></p>
<p>&nbsp;</p>
<p>* Tiha akumulatorska kosilica za učinkovito košenje, sakupljanje i malčiranje površina do 800 m²<br />
* Pokošeni materijal se po želji izbacuje straga, sakuplja u fleksibilnu vreću za sakupljanje ili odmah malčira<br />
* Adapter / Priključak za malčiranje blokira kanal za sakupljanje trave za prirodnu fertilizaciju vašeg travnjaka<br />
* Snažan motor bez četkica (brushless) za visoke performanse rezanja i dugo trajanje po jednom punjenju baterije<br />
* Automatsko podešavanje performansi motora ovisno o visini trave za maksimalno vrijeme rada po jednom punjenju baterije<br />
* Središnja ručka za praktično i jednostavno podešavanje visine košnje u 7 položaja<br />
* Jednostavno upravljanje i praćenje pravca kretanja zahvaljujući glatkim točkovima i gumiranoj ručici za podešavanje po visini<br />
* Robustan i izdržljiv zahvaljujući metalnom poklopcu i visokokvalitetnom nožu kosilice<br />
* Dvostruka zaštita od nenamjernog pokretanja zahvaljujući sigurnosnom ključu i sigurnosnom prekidaču<br />
* Jednostavan transport i skladištenje zahvaljujući ručkama za nošenje i dvostruko sklopivim ručkama<br />
* Jasno vidljiv prikaz kapaciteta za provjeru stanja napunjenosti baterija<br />
* Ekološki prihvatljiv i tih zahvaljujući radu s baterijama, što znači da se može koristiti i u područjima osjetljivim na buku<br />
* 100% kompatibilnost sa 18-voltnom klasom: snažan 36-voltni rad sa dvije 18-voltne Metabo baterije<br />
<strong>* Isporučuje se bez baterije i punjača</strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-makaze-skare-za-grmlje-i-travu-aku-powermaxx-sgs-12-q-12v-bez-baterija-i-punjaca-60160885,"Metabo Makaze / Škare Za Grmlje i Travu Aku PowerMaxx SGS 12 Q / 12V (bez baterija i punjača) &#8211; 60160885","209,00",https://crom.ba/wp-content/uploads/2021/01/0160885S_51.jpg,"Akumulatorski Alati","Kosilice i Trimeri",https://www.olx.ba/objava/brzaobjava/797,"

<h5 style=""text-align: center;""><strong>Metabo Makaze / Škare Za Grmlje i Travu Aku PowerMaxx SGS 12 Q / 12V (bez baterija i punjača)</strong></h5>
<p><noscript></noscript><noscript></noscript></p>
<p>&nbsp;</p>
<p>* 2 u 1: Makaze za grmlje za precizno rezanje grmlja i makaze za travu za rezanje i čišćenje rubova travnjaka<br />
* Metabo 12 Volt klasa aku alata – lagana ali moćna<br />
* Metabo &#8220;Quick&#8221; sistem: Brza zamjena dva nastavka oštrice bez alata za fleksibilan rad<br />
* Odlični rezultati rezanja zahvaljujući noževima brušenim dijamantom i rezanim laserom<br />
* Visoka sigurnost korisnika zahvaljujući sigurnosnom prekidaču i brzom zaustavljanju noža<br />
* Lagan, maksimalno glatko radi za upotrebu bez umora a istovremeno štiti zdravlje korisnika<br />
* Tanka, gumirana ručka za udobno i sigurno vođenje makaza za grmlje i travu<br />
* Stabilna teleskopska šipka za precizno rezanje rubova travnjaka uz istovremeno jednostavno držanje &#8211; ova šipka je dostupna kao dodatna oprema<br />
<strong>* Isporučuje se bez baterije i punjača</strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-makaze-skare-za-grmlje-i-travu-aku-sgs-18-ltx-q-18v-bez-baterija-i-punjaca-60160985,"Metabo Makaze / Škare Za Grmlje i Travu Aku SGS 18 LTX Q / 18V (bez baterija i punjača) &#8211; 60160985","229,00",https://crom.ba/wp-content/uploads/2021/01/0160985S_51.jpg,"Akumulatorski Alati","Kosilice i Trimeri",https://www.olx.ba/objava/brzaobjava/797,"

<h5 style=""text-align: center;""><strong>Metabo Makaze / Škare Za Grmlje i Travu Aku SGS 18 LTX Q / 18V (bez baterija i punjača)</strong></h5>
<p><noscript></noscript><noscript></noscript></p>
<p>&nbsp;</p>
<p>* 2 u 1: Makaze za grmlje za precizno rezanje grmlja i makaze za travu za rezanje i čišćenje rubova travnjaka<br />
* Metabo “Quick” sistem: Brza zamjena dva nastavka oštrice bez alata za fleksibilan rad<br />
* Odlični rezultati rezanja zahvaljujući noževima brušenim dijamantom i rezanim laserom<br />
* Visoka sigurnost korisnika zahvaljujući sigurnosnom prekidaču i brzom zaustavljanju noža<br />
* Lagan, maksimalno glatko radi za upotrebu bez umora a istovremeno štiti zdravlje korisnika<br />
* Tanka, gumirana ručka za udobno i sigurno vođenje makaza za grmlje i travu<br />
* Stabilna teleskopska šipka za precizno rezanje rubova travnjaka uz istovremeno jednostavno držanje – ova šipka je dostupna kao dodatna oprema<br />
<strong>* Isporučuje se bez baterije i punjača</strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
https://crom.ba/product/metabo-prskalica-ledna-aku-rsg-18-ltx-15-18v-15-lit-bez-baterija-i-punjaca-60203885,"Metabo Prskalica Leđna Aku RSG 18 LTX 15 / 18V / 15 lit. (bez baterija i punjača) &#8211; 60203885","999,00",https://crom.ba/wp-content/uploads/2021/02/0203885S_51.jpg,"Akumulatorski Alati","Đubrenje i navodnjavanje",https://www.olx.ba/objava/brzaobjava/1098,"

<h5 style=""text-align: center;""><strong>Metabo Prskalica Leđna Aku RSG 18 LTX 15 / 18V / 15 lit. (bez baterija i punjača)</strong></h5>
<p><noscript></noscript><noscript></noscript></p>
<p>&nbsp;</p>
<p>* Prskalica leđna na baterije za ravnomjerno prskanje biljaka bez ručnog pumpanja<br />
* Pogodno za pesticide (herbicidi, insekticidi, fungicidi itd.), tečna đubriva, ojačivače biljaka, vodu<br />
* Precizno doziranje količine raspršivanja kako bi odgovaralo primjeni zahvaljujući postupnom podešavanju radnog pritiska<br />
* Stalni uzorak raspršivanja zahvaljujući elektronski kontrolisanoj pumpi<br />
* Regulacijska mlaznica za brzo i jednostavno prebacivanje između raspršivanja i mlaza<br />
* Visok stepen udobnosti nošenja zahvaljujući ergonomskom obliku spremnika i podstavljenim naramenicama sa zatvaračem na klik<br />
* Veliki otvor spremnika za lako pražnjenje i čišćenje<br />
* Integrisani sistem filtera za zaštitu od onečišćenja<br />
* Dugi vijek trajanja zahvaljujući sigurnosnom isključenju u slučaju toplotnog preopterećenja<br />
* Jednostavan za transport zahvaljujući udubljenim rukohvatima i držaču cijevi za raspršivanje<br />
<strong>* Isporučuje se bez baterije i punjača</strong></p>
<hr />
<p style=""text-align: center;""><strong>XXL garancija – 3 godine garancije uz registraciju !</strong></p>
<p>Produžite garanciju kupljenog alata za dodatne 2 godine. Registracija je moguća samo u roku od 4 sedmice od datuma kupovine. Preduvjet za ostvarivanje XXL garancije je original račun, garantni list i XXL certifikat. Garanciju možete produžiti <a href=""https://www.metabo-service.com/hr/"">ovdje.</a></p>
</div>"
